시도명,시군구명,도로명,소재지지번주소,횡단보도관리번호,위도,경도,신고수,학교수,어린이시설수,노인시설수,아파트세대수,cctv수,버스정류장수,횡단보도폭,횡단보도연장,차로수,predict
대전광역시,대덕구,동춘당로126번길,대전광역시대덕구법동525,1281,36.36892184,127.4378753,4,12,1,0,12664,1.0,0,5.9,7.2,2,3
대전광역시,대덕구,송촌북로16번길,대전광역시대덕구송촌동523,1282,36.3652808,127.4396363,38,9,5,2,6320,1.0,3,5.9,17.6,2,6
대전광역시,대덕구,대전로,대전광역시대덕구연축동521-5,1283,36.38144585,127.4256341,33,1,2,2,10945,1.0,2,8.0,29.6,7,4
대전광역시,대덕구,계족로,대전광역시대덕구연축동산12-2,1284,36.38155011,127.4261395,45,1,2,2,14117,1.0,1,8.2,24.2,7,4
대전광역시,대덕구,대전로,대전광역시대덕구연축동519-7,1285,36.38182555,127.4255938,49,1,2,2,10945,1.0,1,4.4,41.9,2,4
대전광역시,대덕구,계족로,대전광역시대덕구연축동90-1,1286,36.38141835,127.425961,44,1,2,2,14117,1.0,1,4.1,8.4,1,6
대전광역시,대덕구,계족로,대전광역시대덕구연축동519-6,1287,36.38207071,127.4257803,47,1,2,1,14117,1.0,1,5.8,5.5,2,6
대전광역시,대덕구,신탄진로,대전광역시대덕구연축동519-6,1288,36.38204627,127.4260384,46,1,2,1,2057,1.0,1,8.0,24.0,6,4
대전광역시,대덕구,대전로1331번길,대전광역시대덕구읍내동550,1290,36.37264089,127.4200341,43,3,4,1,1641,0.0,2,3.3,44.8,1,4
대전광역시,대덕구,아리랑로,대전광역시대덕구읍내동359-1,1291,36.37331465,127.4200054,45,3,3,1,1641,0.0,2,5.5,26.0,5,4
대전광역시,대덕구,대전로,대전광역시대덕구읍내동359-1,1292,36.37312524,127.4200019,47,3,3,1,10945,0.0,2,5.7,5.5,1,5
대전광역시,대덕구,아리랑로113번길,대전광역시대덕구읍내동544-7,1293,36.37501594,127.4176264,6,1,2,1,1641,0.0,2,3.8,14.9,1,1
대전광역시,대덕구,아리랑로,대전광역시대덕구읍내동488-26,1294,36.37573704,127.4150095,24,1,2,1,1641,0.0,0,8.5,22.6,6,4
대전광역시,대덕구,아리랑로,대전광역시대덕구원촌동505-36,1295,36.37773842,127.4109611,129,0,1,1,600,0.0,1,3.9,13.5,3,7
대전광역시,대덕구,아리랑로,대전광역시대덕구원촌동94-21,1296,36.37754262,127.4107532,117,0,1,1,600,0.0,1,3.9,10.3,3,1
대전광역시,대덕구,아리랑로,대전광역시대덕구원촌동94-7,1297,36.37730741,127.4110557,163,0,1,1,600,0.0,2,3.9,7.0,1,7
대전광역시,대덕구,아리랑로,대전광역시대덕구원촌동505-23,1298,36.37750245,127.4112703,180,1,1,1,600,0.0,2,4.0,6.0,1,7
대전광역시,대덕구,아리랑로55번길,대전광역시대덕구원촌동505-23,1299,36.37739968,127.4114364,159,1,1,1,0,0.0,2,4.0,10.4,1,7
대전광역시,대덕구,아리랑로,대전광역시대덕구원촌동505-29,1300,36.37735355,127.4112404,165,1,1,1,600,0.0,2,6.3,20.0,4,7
대전광역시,대덕구,대전로1291번길,대전광역시대덕구읍내동568-39,1301,36.37569229,127.4147352,25,1,1,1,1641,0.0,0,4.1,20.3,4,4
대전광역시,대덕구,대화로32번길,대전광역시대덕구대화동1-29,1302,36.37198709,127.4142162,5,1,3,1,423,0.0,0,3.7,6.5,1,1
대전광역시,대덕구,대전로1331번길,대전광역시대덕구대화동1-29,1303,36.3720422,127.4139986,5,1,3,1,423,0.0,0,3.6,6.3,1,1
대전광역시,대덕구,대전로1291번길,대전광역시대덕구읍내동543-1,1304,36.37477822,127.4154357,5,1,2,1,1641,0.0,0,5.9,11.1,4,1
대전광역시,대덕구,아리랑로,대전광역시대덕구읍내동482-1,1305,36.37486741,127.4177207,5,1,2,1,1641,0.0,2,8.1,19.3,7,4
대전광역시,대덕구,아리랑로114번길,대전광역시대덕구읍내동543-33,1306,36.37490728,127.4171457,8,1,2,1,1641,0.0,2,3.9,9.0,1,1
대전광역시,대덕구,아리랑로125번길,대전광역시대덕구읍내동355-1,1307,36.37465699,127.4187135,16,1,2,1,1641,0.0,2,3.5,13.1,1,1
대전광역시,대덕구,대전로,대전광역시대덕구읍내동325-8,1308,36.37450653,127.420218,1,2,2,1,10945,1.0,0,8.5,22.6,6,4
대전광역시,대덕구,아리랑로,대전광역시대덕구읍내동361-31,1309,36.37319451,127.4205608,56,3,3,1,1641,0.0,2,6.0,12.1,6,4
대전광역시,대덕구,대전로,대전광역시대덕구읍내동359-1,1310,36.37312331,127.4201863,53,3,3,1,10945,0.0,2,6.3,27.8,6,4
대전광역시,대덕구,대전로,대전광역시대덕구읍내동359-1,1311,36.37345902,127.4201769,46,3,3,1,10945,0.0,2,5.9,22.6,7,4
대전광역시,대덕구,대화11길,대전광역시대덕구대화동32-15,1312,36.36763393,127.4161911,28,5,6,1,423,0.0,2,3.3,10.9,1,5
대전광역시,대덕구,대화로32번길,대전광역시대덕구대화동32-28,1313,36.36780406,127.4161377,29,5,6,1,423,0.0,2,3.4,8.4,1,5
대전광역시,대덕구,대화로,대전광역시대덕구대화동37-9,1314,36.36772391,127.4160346,30,5,6,1,423,0.0,2,6.0,8.0,4,5
대전광역시,대덕구,대화로,대전광역시대덕구대화동산3-37,1315,36.36750064,127.4194232,31,6,6,1,423,0.0,3,6.3,6.3,1,5
대전광역시,대덕구,대전로,대전광역시대덕구대화동산3-36,1316,36.3675472,127.4196805,28,6,6,1,10945,0.0,3,5.5,23.6,7,4
대전광역시,대덕구,대화로,대전광역시대덕구대화동산3-37,1317,36.36769525,127.4195026,28,6,6,1,423,0.0,3,8.3,17.8,4,4
대전광역시,대덕구,대전로1291번길,대전광역시대덕구읍내동450-35,1318,36.36901951,127.4201101,7,5,6,1,1641,0.0,2,5.3,13.2,2,5
대전광역시,대덕구,대전로,대전광역시대덕구읍내동244-30,1319,36.3762269,127.4208208,3,1,2,2,10945,0.0,2,8.1,23.2,7,4
대전광역시,대덕구,대덕대로1527번길,대전광역시대덕구석봉동7-5,1321,36.44909479,127.4179536,21,5,5,1,4444,0.0,2,3.9,24.5,2,4
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동15-4,1322,36.44941657,127.4164165,28,5,4,1,9935,0.0,2,8.0,20.6,7,4
대전광역시,대덕구,문평동로,대전광역시대덕구문평동93,1323,36.44507701,127.4042748,53,1,3,0,0,0.0,3,8.1,25.7,6,4
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동154-6,1324,36.4480568,127.4099033,41,1,4,1,9935,0.0,2,8.1,21.7,7,4
대전광역시,대덕구,문평서로,대전광역시대덕구봉산동86,1325,36.44668579,127.3945978,0,0,1,0,0,0.0,0,8.2,14.2,4,1
대전광역시,대덕구,문평서로,대전광역시대덕구문평동86,1326,36.44566395,127.3957711,3,0,1,0,0,0.0,0,8.2,13.7,4,1
대전광역시,대덕구,문평동로,대전광역시대덕구봉산동93,1327,36.44957903,127.3991056,1,0,1,0,0,0.0,0,7.1,23.6,6,4
대전광역시,대덕구,문평서로,대전광역시대덕구문평동86,1328,36.44287434,127.3989746,4,0,1,0,0,0.0,0,7.7,14.2,4,1
대전광역시,대덕구,문평서로,대전광역시대덕구문평동86,1329,36.44310766,127.3987181,4,0,1,0,0,0.0,0,7.9,13.8,4,1
대전광역시,대덕구,문평서로17번길,대전광역시대덕구문평동42-4,1330,36.44290405,127.3987539,4,0,1,0,0,0.0,0,7.9,14.4,4,1
대전광역시,대덕구,문평서로18번길,대전광역시대덕구문평동93,1331,36.44305758,127.3989832,4,0,1,0,0,0.0,0,7.6,14.4,4,1
대전광역시,대덕구,대덕대로1277번길,대전광역시대덕구문평동1235-7,1332,36.43858591,127.3946635,112,0,0,0,0,0.0,2,8.0,33.6,4,4
대전광역시,대덕구,대덕대로1284번길,대전광역시대덕구문평동92,1333,36.43868919,127.3954434,20,0,0,0,0,0.0,4,4.1,14.6,1,1
대전광역시,대덕구,문평동로48번길,대전광역시대덕구문평동95,1334,36.44820375,127.4009426,6,0,1,0,0,0.0,0,3.9,10.5,2,1
대전광역시,대덕구,문평동로18번길,대전광역시대덕구문평동93,1335,36.44617022,127.4032749,33,1,3,0,0,0.0,0,8.0,13.0,4,1
대전광역시,대덕구,문평서로18번길,대전광역시대덕구문평동93,1336,36.44596905,127.4029795,16,1,2,0,0,0.0,0,8.1,13.4,4,1
대전광역시,대덕구,문평동로,대전광역시대덕구문평동153,1337,36.44573627,127.4037913,19,1,3,0,0,0.0,1,3.4,9.6,2,1
대전광역시,대덕구,문평동로,대전광역시대덕구문평동93,1338,36.44801026,127.4009068,3,0,1,0,0,0.0,0,7.4,23.2,6,4
대전광역시,대덕구,문평동로,대전광역시대덕구문평동93,1339,36.44819436,127.4006885,2,0,1,0,0,0.0,0,7.3,22.8,6,4
대전광역시,대덕구,문평동로,대전광역시대덕구문평동93,1340,36.44618433,127.403008,16,1,2,0,0,0.0,0,8.0,22.7,4,4
대전광역시,대덕구,문평동로,대전광역시대덕구문평동93,1341,36.4459648,127.4032597,34,1,3,0,0,0.0,0,8.2,22.7,4,4
대전광역시,대덕구,신일동로33번길,대전광역시대덕구문평동1702,1342,36.44624034,127.4069778,38,1,4,1,0,1.0,2,6.2,12.2,2,6
대전광역시,대덕구,대덕대로1447번길,대전광역시대덕구문평동126-3,1343,36.44920828,127.4087863,10,1,4,1,0,0.0,0,2.6,5.3,1,1
대전광역시,대덕구,대덕대로1417번길,대전광역시대덕구문평동105,1344,36.44832108,127.4058501,5,1,4,1,0,0.0,0,3.9,9.6,1,1
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1702,1345,36.44570103,127.4060412,11,1,4,1,9935,0.0,2,2.6,6.1,1,1
대전광역시,대덕구,대덕대로1447번길,대전광역시대덕구문평동140-24,1346,36.4480958,127.4095358,31,1,4,1,0,0.0,2,6.0,6.6,2,1
대전광역시,대덕구,대덕대로1448번길,대전광역시대덕구문평동1702,1347,36.44781405,127.4098301,43,1,4,1,150,0.0,2,5.7,12.0,3,1
대전광역시,대덕구,대덕대로1417번길,대전광역시대덕구문평동92,1348,36.44656042,127.4067887,38,1,4,1,0,1.0,2,6.1,16.3,3,6
대전광역시,대덕구,대덕대로1409번길,대전광역시대덕구문평동92,1349,36.44610076,127.4059436,7,1,4,1,0,0.0,2,5.9,13.8,2,1
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1702,1350,36.44631531,127.4067738,41,1,4,1,9935,1.0,2,8.2,32.8,8,4
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동853,1351,36.44619475,127.4114412,14,1,5,1,1555,0.0,0,4.0,5.7,1,1
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동852,1352,36.44895706,127.4118707,53,3,4,1,9935,0.0,2,8.2,20.3,6,4
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동852,1353,36.44896227,127.4121825,49,3,4,1,9935,0.0,2,3.2,5.1,1,5
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동853,1354,36.44632844,127.4122591,9,2,5,1,1555,2.0,0,4.1,5.9,2,6
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구목상동853,1355,36.44609904,127.4146748,3,5,6,1,1555,0.0,0,3.9,6.0,2,5
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구목상동853,1356,36.44595979,127.4128578,4,4,5,1,1555,2.0,0,5.0,6.8,2,6
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구목상동853,1357,36.44594134,127.4139598,2,5,5,1,1555,2.0,0,4.1,6.1,2,6
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구문평동853,1358,36.44527724,127.4103188,7,1,4,1,1356,0.0,0,3.9,4.8,1,1
대전광역시,대덕구,대덕대로1458번길,대전광역시대덕구문평동852,1359,36.44830601,127.4106694,35,1,4,1,0,0.0,3,4.0,9.0,1,1
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구문평동853,1360,36.44538252,127.4106886,13,1,4,1,1356,0.0,0,4.2,4.5,2,1
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구문평동852,1361,36.44877711,127.4117988,55,2,4,1,1356,0.0,3,2.9,10.2,2,5
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구문평동852,1362,36.44786714,127.4123928,12,5,5,1,1356,0.0,1,4.1,8.1,2,5
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구문평동853,1363,36.44935318,127.4134432,14,5,5,1,0,0.0,1,6.0,5.9,2,5
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동852,1364,36.44668229,127.4121984,7,2,5,1,1555,0.0,0,6.1,7.5,1,1
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동852,1365,36.44645352,127.4120511,10,2,5,1,1555,2.0,0,3.4,6.6,1,6
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동853,1366,36.44629334,127.4115808,16,1,5,1,1555,0.0,0,3.8,5.9,1,1
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구목상동869,1367,36.44610893,127.4117363,12,1,5,1,1555,0.0,0,3.8,4.9,1,1
대전광역시,대덕구,대덕대로1470번길,대전광역시대덕구목상동150-6,1369,36.44750223,127.4124151,14,4,5,1,1555,0.0,0,2.1,12.1,1,1
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구목상동853,1370,36.44610434,127.4126197,5,4,5,1,1555,2.0,0,4.2,6.0,2,6
대전광역시,대덕구,신일동로,대전광역시대덕구문평동1704,1371,36.44465262,127.4047695,55,1,3,0,0,0.0,4,8.1,24.1,8,4
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1702,1372,36.44468938,127.4042393,42,1,3,0,9935,0.0,4,8.2,37.7,9,4
대전광역시,대덕구,신일서로18번길,대전광역시대덕구문평동1678,1373,36.44043647,127.4016259,7,0,2,0,0,0.0,2,7.9,14.0,2,1
대전광역시,대덕구,신일서로,대전광역시대덕구문평동1680,1374,36.44042989,127.4018047,7,0,2,0,0,0.0,2,8.2,14.9,4,4
대전광역시,대덕구,문평서로,대전광역시대덕구문평동92,1375,36.44182655,127.4001905,33,0,2,0,0,1.0,2,6.1,6.3,4,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동92,1376,36.4416526,127.400203,35,0,2,0,9935,1.0,2,8.1,19.6,6,4
대전광역시,대덕구,신일서로,대전광역시대덕구문평동1676,1377,36.44163289,127.400422,34,0,2,0,0,1.0,2,6.1,13.2,4,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1702,1378,36.4418074,127.4004093,33,0,2,0,9935,1.0,2,8.0,7.1,6,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1702,1379,36.44171532,127.4005604,34,0,2,0,9935,1.0,2,4.0,6.1,1,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동1676,1380,36.44152644,127.4003226,33,0,2,0,9935,1.0,2,4.1,6.2,1,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동92,1381,36.44193666,127.4002826,33,0,2,0,9935,1.0,2,4.2,6.4,1,6
대전광역시,대덕구,대덕대로,대전광역시대덕구문평동92,1382,36.4417282,127.400044,32,0,1,0,9935,1.0,2,4.1,6.2,1,6
대전광역시,대덕구,신일동로,대전광역시대덕구문평동1704,1383,36.44412354,127.4056223,10,1,3,1,0,0.0,3,6.0,8.1,2,1
대전광역시,대덕구,신일동로33번길,대전광역시대덕구문평동1704,1384,36.44268409,127.4072821,2,1,3,1,0,0.0,0,6.0,13.3,2,1
대전광역시,대덕구,신일동로,대전광역시대덕구신일동1704,1385,36.44042761,127.4096326,13,1,3,0,150,0.0,3,8.1,25.1,8,4
대전광역시,대덕구,신일서로67번길,대전광역시대덕구신일동1704,1386,36.44024746,127.4095887,13,1,3,0,150,0.0,3,8.1,7.2,2,1
대전광역시,대덕구,신일동로67번길,대전광역시대덕구신일동1704,1387,36.44044955,127.4098489,12,1,3,0,150,0.0,3,5.5,14.4,2,1
대전광역시,대덕구,신일동로,대전광역시대덕구신일동1704,1388,36.44027948,127.4098108,11,1,3,0,150,0.0,4,7.9,25.5,8,4
대전광역시,대덕구,신일서로17번길,대전광역시대덕구문평동1704,1389,36.44355627,127.4057967,5,1,3,1,0,0.0,2,5.9,11.0,2,1
대전광역시,대덕구,신일동로,대전광역시대덕구문평동1704,1390,36.44372218,127.4058504,8,1,3,1,0,0.0,2,8.1,24.2,8,4
대전광역시,대덕구,신일동로5번길,대전광역시대덕구문평동1704,1391,36.44446141,127.4052339,12,1,3,1,0,0.0,4,5.3,8.3,2,1
대전광역시,대덕구,신일동로,대전광역시대덕구문평동1704,1392,36.44358531,127.4059961,7,1,3,1,0,0.0,2,8.0,24.8,8,4
대전광역시,대덕구,신일동로17번길,대전광역시대덕구문평동1704,1393,36.44375264,127.4060512,12,1,3,1,0,0.0,2,5.9,13.3,2,1
대전광역시,대덕구,대덕대로1448번길,대전광역시대덕구신일동1705,1394,36.44280897,127.4115626,2,1,6,1,150,0.0,0,4.1,7.8,2,1
대전광역시,대덕구,대덕대로1486번길,대전광역시대덕구신일동869,1395,36.44289197,127.4115803,2,1,6,1,150,0.0,0,3.9,8.0,2,1
대전광역시,대덕구,대덕대로1448번길,대전광역시대덕구문평동1705,1396,36.44438627,127.410422,5,1,4,1,150,0.0,0,4.1,5.7,2,1
대전광역시,대덕구,신일서로68번길,대전광역시대덕구신일동1679,1397,36.43541046,127.4031518,1,0,0,0,150,0.0,0,7.9,13.4,2,1
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1680,1398,36.43727866,127.4054403,5,0,1,0,150,0.0,2,7.9,15.2,2,1
대전광역시,대덕구,신일서로67번길,대전광역시대덕구신일동1704,1399,36.43727116,127.4056231,5,0,1,0,150,0.0,2,8.1,14.3,2,1
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1680,1400,36.43712036,127.4056247,5,0,1,0,150,0.0,2,8.1,15.3,2,1
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1680,1401,36.43610188,127.4067937,3,0,1,0,150,0.0,2,7.9,15.7,4,4
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1704,1402,36.43597247,127.4069572,0,0,1,0,150,0.0,2,8.1,14.9,4,1
대전광역시,대덕구,신일서로86번길,대전광역시대덕구신일동1704,1403,36.43596761,127.4067866,3,0,1,0,150,0.0,2,5.9,12.1,2,1
대전광역시,대덕구,신일서로68번길,대전광역시대덕구신일동1679,1404,36.43712595,127.4054331,5,0,1,0,150,0.0,2,7.8,16.3,2,1
대전광역시,대덕구,신일동로,대전광역시대덕구신일동1704,1405,36.43909755,127.4111678,0,1,4,1,150,0.0,2,8.1,23.7,7,4
대전광역시,대덕구,신일동로,대전광역시대덕구신일동1704,1406,36.43736163,127.4131856,3,2,3,2,150,0.0,2,6.2,21.1,8,4
대전광역시,대덕구,대덕대로1448번길,대전광역시대덕구신일동1704,1407,36.43735816,127.4133991,3,2,3,2,150,0.0,2,4.2,13.6,2,1
대전광역시,대덕구,신일서로85번길,대전광역시대덕구신일동1704,1408,36.4390948,127.4109334,1,1,4,1,150,0.0,2,6.1,10.7,2,1
대전광역시,대덕구,신일서로104번길,대전광역시대덕구신일동1704,1409,36.4318146,127.4041694,2,0,0,0,150,0.0,0,6.0,11.2,2,1
대전광역시,대덕구,신일서로86번길,대전광역시대덕구신일동1680,1410,36.43302035,127.4028468,1,0,0,0,150,0.0,0,6.1,14.2,2,1
대전광역시,대덕구,신일서로68번길,대전광역시대덕구신일동1679,1411,36.43422073,127.4015549,6,0,0,0,150,0.0,0,7.9,13.6,2,1
대전광역시,대덕구,대덕대로1284번길,대전광역시대덕구신일동1704,1412,36.43036422,127.4056038,19,0,0,0,150,0.0,0,4.0,12.3,3,1
대전광역시,대덕구,신일서로126번길,대전광역시대덕구신일동1704,1413,36.43032693,127.4058248,21,0,0,0,150,0.0,0,8.6,23.9,6,4
대전광역시,대덕구,신일서로104번길,대전광역시대덕구신일동1704,1414,36.43480543,127.4081218,2,0,0,0,150,0.0,0,6.0,11.7,2,1
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1704,1415,36.43479256,127.4082962,1,0,0,0,150,0.0,0,7.9,13.4,4,1
대전광역시,대덕구,신일서로126번길,대전광역시대덕구신일동1704,1416,36.43199839,127.4080633,16,0,0,0,150,0.0,3,8.6,23.9,7,4
대전광역시,대덕구,대덕대로1284번길,대전광역시대덕구신일동1704,1417,36.43014396,127.4058584,20,0,0,0,150,0.0,0,4.1,12.9,1,1
대전광역시,대덕구,신일서로126번길,대전광역시대덕구신일동1704,1418,36.43332739,127.4098066,7,1,1,0,150,0.0,1,7.9,24.8,7,4
대전광역시,대덕구,산업단지로,대전광역시대덕구신일동1704,1419,36.43176789,127.408029,19,0,0,0,150,0.0,3,6.7,28.5,7,4
대전광역시,대덕구,신일서로,대전광역시대덕구신일동1704,1420,36.43351083,127.4097819,6,1,1,0,150,0.0,1,8.2,20.4,4,4
대전광역시,대덕구,대청로,대전광역시대덕구신탄진동734,1425,36.45281452,127.4343678,16,4,3,0,2855,2.0,2,5.9,6.8,5,6
대전광역시,대덕구,석봉로30번길,대전광역시대덕구석봉동748,1426,36.44730508,127.4249816,13,6,8,3,4444,0.0,0,3.7,3.5,1,5
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동194-61,1427,36.45040183,127.4250288,32,6,7,2,9935,1.0,2,6.6,20.3,6,4
대전광역시,대덕구,석봉로7번길,대전광역시대덕구석봉동766,1428,36.45010846,127.4231706,14,5,8,2,4444,0.0,1,4.1,6.3,1,5
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동778,1429,36.45200124,127.4239478,9,4,5,2,4444,2.0,0,6.0,12.0,4,6
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동784,1430,36.45132032,127.4238269,2,4,6,2,4444,1.0,2,4.0,4.8,1,6
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동784,1431,36.45214849,127.4238044,7,4,4,1,4444,2.0,0,4.0,12.4,3,6
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동778,1432,36.45048539,127.4239782,27,4,8,2,4444,1.0,2,7.7,13.2,4,6
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동766,1433,36.45031696,127.4238127,28,5,8,2,9935,0.0,2,7.7,23.5,7,4
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동772,1434,36.45116539,127.4226268,1,4,4,2,9935,0.0,0,1.7,5.7,1,1
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동784,1435,36.45139989,127.4222301,0,4,4,2,9935,0.0,0,3.0,4.0,1,1
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동784,1436,36.45191332,127.4226685,7,4,4,1,4444,0.0,0,1.7,3.9,1,1
대전광역시,대덕구,대덕대로1585번길,대전광역시대덕구석봉동784,1437,36.45182374,127.42213,0,4,4,1,4444,0.0,0,1.9,4.6,1,1
대전광역시,대덕구,대청로,대전광역시대덕구석봉동733,1438,36.45108777,127.4289685,174,8,5,1,4444,2.0,3,6.2,15.9,4,7
대전광역시,대덕구,신탄진로,대전광역시대덕구석봉동733,1439,36.45124498,127.4287435,184,8,4,1,4444,2.0,2,8.0,25.1,7,7
대전광역시,대덕구,대덕대로1627번길,대전광역시대덕구석봉동746,1440,36.45108629,127.4284026,159,8,5,1,4444,2.0,2,3.7,6.7,1,7
대전광역시,대덕구,신탄진로,대전광역시대덕구석봉동733,1441,36.45085317,127.4288322,174,8,5,1,4444,2.0,2,8.1,19.9,8,7
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동733,1442,36.45098814,127.428605,174,8,5,1,9935,2.0,2,6.1,24.9,6,7
대전광역시,대덕구,신탄진로,대전광역시대덕구석봉동733,1443,36.45232537,127.4287112,19,8,3,0,4444,0.0,2,6.0,24.4,6,4
대전광역시,대덕구,대덕대로1605번길,대전광역시대덕구석봉동199-12,1444,36.45070102,127.4261822,53,7,6,1,4444,0.0,1,3.9,6.9,6,5
대전광역시,대덕구,대덕대로,대전광역시대덕구석봉동747,1445,36.45061305,127.4262874,67,7,6,1,9935,0.0,1,6.1,17.3,6,4
대전광역시,대덕구,신탄진북로,대전광역시대덕구신탄진동734,1446,36.45276636,127.4345311,21,4,3,0,2855,2.0,2,5.9,8.0,2,6
대전광역시,대덕구,대청로,대전광역시대덕구신탄진동734,1447,36.45244663,127.4332232,15,5,3,0,2855,1.0,2,5.8,6.6,5,6
대전광역시,대덕구,대청로,대전광역시대덕구신탄진동734,1448,36.4516989,127.4309152,26,8,3,1,2855,0.0,2,6.0,7.4,5,5
대전광역시,대덕구,대청로82번길,대전광역시대덕구신탄진동28,1449,36.45036758,127.4378454,1,4,3,0,2855,0.0,0,5.9,4.9,2,1
대전광역시,대덕구,신탄진북로,대전광역시대덕구신탄진동735,1450,36.45130727,127.4350494,7,4,3,0,2855,1.0,3,5.8,6.0,2,6
대전광역시,대덕구,대청로64번길,대전광역시대덕구신탄진동28,1451,36.45005157,127.4367791,1,4,3,0,2855,0.0,1,6.4,6.1,1,1
대전광역시,대덕구,석봉로18번길,대전광역시대덕구석봉동759,1452,36.44712699,127.4236369,9,6,8,3,4444,0.0,1,4.1,7.7,2,5
대전광역시,대덕구,덕암북로58번길,대전광역시대덕구석봉동336,1453,36.44510654,127.4238059,11,6,8,4,4444,0.0,2,4.0,17.3,1,2
대전광역시,대덕구,덕암북로,대전광역시대덕구석봉동336,1454,36.44511044,127.4240387,10,6,10,4,4444,0.0,2,7.8,16.4,6,2
대전광역시,대덕구,석봉로18번길,대전광역시대덕구석봉동767,1455,36.44547413,127.4236762,7,6,9,4,4444,0.0,2,3.7,5.7,1,2
대전광역시,대덕구,석봉로,대전광역시대덕구석봉동759,1456,36.44718272,127.4235066,6,6,8,3,4444,0.0,1,4.0,10.9,4,2
대전광역시,대덕구,석봉로7번길,대전광역시대덕구석봉동312-4,1457,36.4472765,127.4236406,10,6,8,3,4444,0.0,1,3.0,6.9,2,5
대전광역시,대덕구,석봉로,대전광역시대덕구석봉동759,1458,36.44721928,127.4237625,12,6,8,3,4444,0.0,0,4.0,13.0,4,2
대전광역시,대덕구,석봉로3번길,대전광역시대덕구석봉동758,1459,36.44707215,127.422117,14,6,7,3,4444,1.0,2,4.0,7.4,1,6
대전광역시,대덕구,석봉로58번안길,대전광역시대덕구석봉동767,1460,36.44614844,127.4224867,3,6,7,3,4444,1.0,2,3.5,9.0,1,6
대전광역시,대덕구,덕암북로48번길,대전광역시대덕구석봉동336,1461,36.44561098,127.4228151,7,6,7,4,4444,0.0,3,4.0,8.0,1,2
대전광역시,대덕구,석봉로,대전광역시대덕구석봉동768,1462,36.44695896,127.4220184,14,6,7,3,4444,1.0,2,3.9,22.8,4,4
대전광역시,대덕구,덕암북로,대전광역시대덕구석봉동336,1463,36.44668724,127.4219425,12,6,7,3,4444,1.0,2,8.0,18.9,6,4
대전광역시,대덕구,신탄진동로,대전광역시대덕구석봉동152-36,1464,36.44742978,127.429864,79,9,6,2,4444,1.0,1,6.1,19.7,4,6
대전광역시,대덕구,신탄진로,대전광역시대덕구석봉동733,1465,36.44765379,127.4295054,31,9,6,2,4444,1.0,1,6.1,22.4,7,4
대전광역시,대덕구,석봉로57번길,대전광역시대덕구석봉동751,1466,36.44746267,127.4281237,6,8,6,2,4444,0.0,0,3.0,4.9,4,5
대전광역시,대덕구,석봉로,대전광역시대덕구석봉동748,1467,36.44738424,127.4280172,6,8,6,2,4444,0.0,0,7.9,7.1,4,5
